,job_title,company_name,location,ctc_min(R$),ctc_max(R$),ctc_mean(R$),experience_min(years),experience_required(years),experience_mean(years),posted(days)
3286,NLP Engineer,AgentInsights,Delhi,14118.0,14118.0,14118.0,0,2,1.0,21
3287,Recruitment Consultant (HR),AgentInsights,Delhi,11765.0,11765.0,11765.0,0,5,2.5,21
3288,Accountant,AV Kedia & Associates,Mumbai,11765.0,14118.0,12941.0,0,2,1.0,21
3289,E-commerce Executive,CREATIVE IMPACT,Mumbai,17647.0,0.0,8824.0,0,2,1.0,21
3290,UPSC - Master Trainer,UFaber Edutech,Work from home,11765.0,0.0,5882.0,0,2,1.0,21
3291,Bitrix24 Developer,VortexWeb,Work from home,11765.0,12353.0,12059.0,0,2,1.0,21
3292,Associate Accountant,Kuntalbij Engineers Private Limited,Mumbai,11765.0,14706.0,13235.0,0,2,1.0,21
3293,Front End Developer,Future Skills,Hyderabad,17647.0,29412.0,23529.0,0,5,2.5,21
3294,Full Stack Developer,Pinkmoon Technologies,"Vijayawada, Vijayawada (Rural) Sub-District",11765.0,12941.0,12353.0,0,2,1.0,21
3295,Senior Telecaller,PropBLITZ,Work from home,11765.0,17647.0,14706.0,0,2,1.0,21
3296,Corporate Sales Associate,United Global DMC,Greater Noida,11765.0,23529.0,17647.0,0,2,1.0,21
3297,Inside Sales Representative,Sage Infotech Private Limited,Delhi,11765.0,14118.0,12941.0,0,2,1.0,21
3298,Customer Service Executive,Benchmarx Academy,Mumbai,11765.0,0.0,5882.0,0,2,1.0,21
3299,Business Development Executive,Eveneum Solutions Private Limited,Ahmedabad,20588.0,23529.0,22059.0,0,2,1.0,21
3300,.NET Developer,Destiny Solutions Private Limited,Ahmedabad,11765.0,29412.0,20588.0,0,5,2.5,21
3301,Corporate Sales Executive,Vivek Tiwari,Mumbai,11765.0,0.0,5882.0,0,2,1.0,21
3302,English Teacher,Prepahead Global,Noida,11765.0,0.0,5882.0,0,2,1.0,21
3303,Content Writter,Brandots Technologies,Hyderabad,12000.0,17647.0,14824.0,0,2,1.0,21
3304,Performance Marketing Trainee,Straction Consulting,Noida,14706.0,17647.0,16176.0,0,2,1.0,21
3305,Opening For Inside Sales (US Market) At Verdantis Technologies Pvt. Ltd. (Ultria Software),Verdantis,Mumbai,11765.0,35294.0,23529.0,0,5,2.5,21
3306,Corporate Sales Executive,Nexgen Exhibitions Private Limited,Delhi,11765.0,12353.0,12059.0,0,2,1.0,21
3307,Marketing Manager,Libgem Solutions,Kolkata,11765.0,20588.0,16176.0,0,2,1.0,21
3308,Field Sales Executive,Sparsh Innovators Private Limited,"Bangalore, Ranchi, Kolkata, Jamshedpur",11765.0,17647.0,14706.0,0,2,1.0,21
3309,Digital Marketing Executive,Signal Expert Global,Indore,11765.0,29412.0,20588.0,0,5,2.5,21
3310,Advocate (Litigation And Intellectual Property),VGA Legal,Delhi,11765.0,14118.0,12941.0,0,2,1.0,21
3311,Corporate Sales Manager,Sweatbath Technologies Private Limited (Gymshim),Work from home,11765.0,23529.0,17647.0,0,2,1.0,21
3312,Business Devlopment Executive,Aidastech India,Coimbatore,23529.0,29412.0,26471.0,0,5,2.5,21
3313,Sales Executive,Harrison Locks,Work from home,17647.0,23529.0,20588.0,0,2,1.0,21
3314,Preschool Teacher,Jumpstart International Preschool,Pune,11765.0,0.0,5882.0,0,2,1.0,21
3315,Telecalling Team Manager,Arcatron Mobility Private Limited,Work from home,11765.0,14706.0,13235.0,0,2,1.0,21
3316,Associate Content Writer,Sarkariexam360,Work from home,11765.0,12941.0,12353.0,0,2,1.0,21
3317,Digital Marketing Executive,Gamahouse Publishing,Work from home,12941.0,17647.0,15294.0,0,2,1.0,21
3318,Content Writer,Sarkariexam360,Gurgaon,11765.0,14706.0,13235.0,0,2,1.0,21
3319,Front Desk Receptionist,A1 Advance,Work from home,23529.0,35294.0,29412.0,0,5,2.5,21
3320,Junior Social Media Marketing Executive,House Of Krishna,Work from home,11765.0,12353.0,12059.0,0,2,1.0,21
3321,Relationship Manager,Saroj Education Group,Mumbai,11765.0,23529.0,17647.0,0,2,1.0,21
3322,Manager - Email Marketing,Addictive Media,Work from home,11765.0,12353.0,12059.0,0,2,1.0,21
3323,Android App Developer,AgentInsights,Delhi,17647.0,18824.0,18235.0,0,2,1.0,21
3324,PHP Developer,Netcomm Labs Private Limited,Noida,11765.0,23529.0,17647.0,0,2,1.0,21
3325,Corporate Sales Executive,Creators Lab India Private Limited,"Arumbakkam, Chennai",11765.0,17647.0,14706.0,0,2,1.0,21
3326,Sales Associate,Oben Electric Vehicles Private Limited,"Jigani, Bangalore",11765.0,17647.0,14706.0,0,2,1.0,21
3327,Full Stack Developer,AgentInsights,Delhi,17647.0,18824.0,18235.0,0,2,1.0,21
3328,Logistics Analyst,Pacifilantic Overseas Dispatch Private Limited,Delhi,23529.0,35294.0,29412.0,0,5,2.5,21
3329,Social Media Manager,Wildship Enterprises Private Limited,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
3330,VMC OPERATOR,Eternosphere,Bangalore,11765.0,17647.0,14706.0,0,2,1.0,21
3331,Sci-fi Recap Content Writer,Feardog Music,Work from home,11765.0,0.0,5882.0,0,2,1.0,21
3332,Digital Marketing Executive,SkillGenic Academy,Indore,17647.0,20588.0,19118.0,0,2,1.0,21
3333,Movie Recap Content Writer,Feardog Music,Work from home,11765.0,0.0,5882.0,0,2,1.0,21
3334,New Business Development,WOW Events Private Limited,Delhi,11765.0,14706.0,13235.0,0,2,1.0,21
3335,Accountant,Karan Mangal Associates,Indore,11765.0,14118.0,12941.0,0,2,1.0,21
3336,Accounts Assistant,Marshalls Enterprise India Private Limited,Mumbai,11765.0,0.0,5882.0,0,2,1.0,21
3337,Junior Operations Associate,UniKwan Innovations Private Limited,Indore,11765.0,14706.0,13235.0,0,2,1.0,21
3338,Email Marketing Executive,IVentureWeb Technologies,Work from home,11765.0,35294.0,23529.0,0,5,2.5,21
3339,Business Development Associate,Edu-Station,Bangalore,20588.0,35294.0,27941.0,0,5,2.5,21
3340,Corporate Sales Executive,myfollo,Gurgaon,11765.0,14706.0,13235.0,0,2,1.0,21
3341,Finance Associate,Jumkey Fashion Jewellery,Bangalore,14706.0,23529.0,19118.0,0,2,1.0,21
3342,Accountant,Ninjaas Labs Private Limited,Bangalore,11765.0,17647.0,14706.0,0,2,1.0,21
3343,Executive Assistant Founder Office,Shivam Ahuja,Delhi,11765.0,29412.0,20588.0,0,5,2.5,21
3344,Marketing And Sales Specialist,SuperU,Bangalore,24706.0,31765.0,28235.0,0,5,2.5,21
3345,Business Development Associate,Surgeped,Jaipur,11765.0,12941.0,12353.0,0,2,1.0,21
3346,Network Engineer,Junosys Networks Pvt Ltd,Indore,11765.0,0.0,5882.0,0,2,1.0,21
3347,Horror Recap Content Writer,Feardog Music,Work from home,11765.0,0.0,5882.0,0,2,1.0,21
3348,React Native Developer,Alemeno,Work from home,44118.0,0.0,22059.0,0,5,2.5,21
3349,Business Head,Aube Maison,"Thane, Navi Mumbai",17647.0,29412.0,23529.0,0,5,2.5,21
3350,Front End Developer,Bharat Tech Labs,Surat,17647.0,24706.0,21176.0,0,2,1.0,21
3351,Social Media Manager,Corcus Studio LLP,Patna,11765.0,12353.0,12059.0,0,2,1.0,21
3352,Junior WordPress Developer,The HR Mindset Corporate Service Private Limited,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
3353,Financial Analyst,IRaise Management Consultants Private Limited,Chennai,16176.0,0.0,8088.0,0,2,1.0,21
3354,PHP Developer,Zimeshare Technologies (OPC) Private Limited,Delhi,11765.0,12941.0,12353.0,0,2,1.0,21
3355,Social Media Manager,Jupiter Meta,Hyderabad,11765.0,17647.0,14706.0,0,2,1.0,21
3356,Front End Developer,Alemeno,Work from home,44118.0,0.0,22059.0,0,5,2.5,21
3357,Human Resources (HR) Executive,The HR Mindset Corporate Service Private Limited,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
3358,Manager - Administration And Hospitality,Himalayan School Of Traditional Martial Arts & Therapies,Bangalore,16471.0,17647.0,17059.0,0,2,1.0,21
3359,Software Engineer Trainee,ITrend Solution,Chennai,14706.0,0.0,7353.0,0,2,1.0,21
3360,Business Development Associate,Franchise Trade LLP,"Delhi, Faridabad",11765.0,21176.0,16471.0,0,2,1.0,21
3361,Junior Corporate Sales Manager,GLYPHS CCE LLP,Pune,11765.0,0.0,5882.0,0,2,1.0,21
3362,Junior Travel & Tourism Executive,Ayagya Holidays Private Limited,Delhi,11765.0,17647.0,14706.0,0,2,1.0,21
3363,SEO Excutive,Homezist Paint And Decor LLP,Noida,11765.0,20588.0,16176.0,0,2,1.0,21
3364,Mutual Fund Research Trainee,Fintune,Pune,11765.0,12941.0,12353.0,0,2,1.0,21
3365,Retail Sales Manager,Monica Arora,Mumbai,23529.0,41176.0,32353.0,0,5,2.5,21
3366,Human Resources (HR) Associate,Exxence Digital India Private Limited,"Noida, Delhi, Faridabad",11765.0,17647.0,14706.0,0,2,1.0,21
3367,Customer Success Specialist,Deskera Systems India Private Limited,Bangalore,11765.0,17647.0,14706.0,0,2,1.0,21
3368,Recruiter,Zyvka Global Services,Noida,12706.0,17647.0,15176.0,0,2,1.0,21
3369,Senior Web Developer,Rozgar.com,Noida,23529.0,29412.0,26471.0,0,5,2.5,21
3370,Sales Associate,KRM Landbase Private Limited,Gurgaon,23529.0,35294.0,29412.0,0,5,2.5,21
3371,Marketing Executive,Metafore Castings Private Limited,Valsad,11765.0,14706.0,13235.0,0,2,1.0,21
3372,Talent Acquisition Manager,Expanse Digital,Mumbai,17647.0,28235.0,22941.0,0,2,1.0,21
3373,Junior Product Manager,Mavalore Infotech,Noida,14118.0,29412.0,21765.0,0,5,2.5,21
3374,Accounts Executive,Nikunj Agrawal,Pithampur,11765.0,14118.0,12941.0,0,2,1.0,21
3375,3D Designer,UrbanCrafts,"Delhi, Noida",17647.0,23529.0,20588.0,0,2,1.0,21
3376,Legal Associate,Wisdom Legal,Mumbai,11765.0,11765.0,11765.0,0,2,1.0,21
3377,Junior Social Media Marketing Executive,AONE SEO Service,Ahmedabad,11765.0,0.0,5882.0,0,2,1.0,21
3378,Admission Counselor,UpGrad,"Bangalore, Hyderabad",23529.0,29412.0,26471.0,0,5,2.5,21
3379,Telecaller,Beyond Salon,Mumbai,11765.0,23529.0,17647.0,0,2,1.0,21
3380,Junior Graphic Designer,3rd Wave Media,"Chennai, Delhi, Hyderabad, Mumbai",11765.0,14118.0,12941.0,0,2,1.0,21
3381,Client Acquisition Executive,myfollo,Gurgaon,11765.0,14706.0,13235.0,0,2,1.0,21
3382,Business Development Executive,ITIO Innovex Private Limited,Ghaziabad,11765.0,23529.0,17647.0,0,2,1.0,21
3383,Collection Field Executive,CredResolve (Credhas Technology Private Limited),Work from home,11765.0,11765.0,11765.0,0,2,1.0,21
3384,Office Assistant Cum Receptionist,IDT Laws Practice,Delhi,11765.0,14118.0,12941.0,0,2,1.0,21
3385,Invoice Analyst - Contract,Archetype,Hyderabad,11765.0,0.0,5882.0,0,2,1.0,21
3386,Accessories Designer,Nomada,Mumbai,14118.0,17647.0,15882.0,0,2,1.0,21
3387,Sales & Marketing Executive,Navkar Realtors,Mumbai,31765.0,6912.0,19338.0,0,5,2.5,21
3388,Chat Support Executive,Skillbee,Work from home,11765.0,17647.0,14706.0,0,2,1.0,21
3389,Secondary Research Analyst,GNA Energy,Gurgaon,23529.0,35294.0,29412.0,0,5,2.5,21
3390,Interior Designer,RG DZINE,"Delhi, Kolkata, Mumbai",11765.0,23529.0,17647.0,0,2,1.0,21
3391,Front End Developer,Tech Maadhyam,Work from home,20588.0,29412.0,25000.0,0,5,2.5,21
3392,Corporate Sales Executive,PIN IT UP,Delhi,11765.0,12941.0,12353.0,0,2,1.0,21
3393,Campus Recruiter,Upskillz,Jaipur,11765.0,17647.0,14706.0,0,2,1.0,21
3394,Motion Graphic Designer,Marktecons,Work from home,11765.0,28235.0,20000.0,0,2,1.0,21
3395,Business Development Executive,Satyukt Analytics Private Limited,Bangalore,20588.0,35294.0,27941.0,0,5,2.5,21
3396,Assistant Investment Research,FinAce Infosolution LLP,Mumbai,11765.0,14706.0,13235.0,0,2,1.0,21
3397,Business Development Associate,BYJU'S,"Bangalore, Visakhapatnam, Hyderabad, Vijayawada",41176.0,47059.0,44118.0,0,5,2.5,21
3398,Sales Support Associate,MiM-Essay,Delhi,17647.0,23529.0,20588.0,0,2,1.0,21
3399,Administration Associate,Paxal Chemical Industry Private Limited,Bangalore,11765.0,0.0,5882.0,0,2,1.0,21
3400,Ad Designer,Marketing Lab,Kolkata,11765.0,23529.0,17647.0,0,2,1.0,21
3401,Fashion Social Media Content Creator,Shamoor Private Limited,Delhi,11765.0,17647.0,14706.0,0,2,1.0,21
3402,Sales Executive,Sterlyn Silver Jewelry,Work from home,14706.0,17647.0,16176.0,0,2,1.0,21
3403,Junior Marketing Manager,APWIG Media Consultancy,Mumbai,11765.0,14118.0,12941.0,0,2,1.0,21
3404,Business Development Assistant,BlueGenes Research,Work from home,11765.0,17647.0,14706.0,0,2,1.0,21
3405,Associate Recruiter,RPXL Solutions,Delhi,11765.0,14118.0,12941.0,0,2,1.0,21
3406,Junior Social Media Marketing Executive,Team Variance,Delhi,11765.0,17647.0,14706.0,0,2,1.0,21
3407,Graphic Designer,Team Variance,Noida,11765.0,17647.0,14706.0,0,2,1.0,21
3408,Video Editor,Nspiresoft LLP,Pune,11765.0,12353.0,12059.0,0,2,1.0,21
3409,Junior Telecaller,ARV Shipping And Logistics,Delhi,11765.0,0.0,5882.0,0,2,1.0,21
3410,Field Sales Executive,ASR Auto Sales - Mahindra Construction Equipment,"Kaithal, Jind, Kurukshetra, Sonipat, Sirsa, Yamuna Nagar, Fatehabad, Safidon, Charkhi Dadri, Hisar, Panipat, Bhiwani, Jhajhar, Rohtak, Karnal",15529.0,17647.0,16588.0,0,2,1.0,21
3411,Copywriter,Addictive Media,Work from home,11765.0,12353.0,12059.0,0,2,1.0,21
3412,Healthcare - Business Development (Part Time),Avanzar Health,Work from home,14118.0,17647.0,15882.0,0,2,1.0,21
3413,Marketing Executive,Rydeu Logistics UG,Work from home,14118.0,17647.0,15882.0,0,2,1.0,21
3414,Human Resources (HR) Executive,Leap Room,Mumbai,11765.0,12941.0,12353.0,0,2,1.0,21
3415,Business Development Executive,Leap Room,Mumbai,21176.0,28235.0,24706.0,0,2,1.0,21
3416,Dot Net Developer,Techdome Solutions Private Limited,Indore,11765.0,23529.0,17647.0,0,2,1.0,21
3417,Brand Partnerships Associate,Confluencr,Bangalore,23529.0,35294.0,29412.0,0,5,2.5,21
3418,Content Writing,Techdome Solutions Private Limited,Indore,11765.0,23529.0,17647.0,0,2,1.0,21
3419,Operations Associate,Aweri Foods,Delhi,14118.0,17647.0,15882.0,0,2,1.0,21
3420,Talent Acquisition Lead,The Dollar Business,Hyderabad,5882.0,706.0,3294.0,0,5,2.5,21
3421,Associate Front End Developer,EazyDraft,Bangalore,11765.0,12353.0,12059.0,0,2,1.0,21
3422,Junior Recruiter,Aventure Corporate Solution,Delhi,11765.0,14706.0,13235.0,0,2,1.0,21
3423,Business Development Executive,DevTown,Bangalore,14706.0,23529.0,19118.0,0,2,1.0,21
3424,Junior Social Media Marketing Specialist,Onnyx Electronisys Private Limited,"Noida, Delhi, Gurgaon",11765.0,0.0,5882.0,0,2,1.0,21
3425,AI Tools Specialist,Avorise Tech Solutions,Work from home,11765.0,29412.0,20588.0,0,5,2.5,21
3426,Software Engineer - Frontend,CodeHall Technologies,Bangalore,29412.0,35294.0,32353.0,0,5,2.5,21
3427,Front End Developer,AgSpert Technologies Private Limited,Work from home,11765.0,14706.0,13235.0,0,2,1.0,21
3428,Business Development Trainee,Upprcas3 Elements Private Limited,Mumbai,17647.0,23529.0,20588.0,0,2,1.0,21
3429,Print Designer,Clothwari Printing Private Limited,"Bangalore, Delhi, Surat",11765.0,29412.0,20588.0,0,5,2.5,21
3430,Junior Social Media Marketing Specialist,AseemShakti Enablers,Mumbai,11765.0,14706.0,13235.0,0,2,1.0,21
3431,Graphic Designer,Symphony Limited,Ahmedabad,17647.0,35294.0,26471.0,0,5,2.5,21
3432,Digital Marketing Executive,Learn2Read,Work from home,17647.0,21176.0,19412.0,0,2,1.0,21
3433,Senior DevOps Engineer,Texple,Mumbai,5882.0,1059.0,3471.0,0,5,2.5,21
3434,Business Development Associate,Playto Labs,Bangalore,14706.0,17647.0,16176.0,0,2,1.0,21
3435,Backend Operations Executive,T Trikon,"Mumbai, Thane",11765.0,12353.0,12059.0,0,2,1.0,21
3436,Floor Staff,Greenr Cafe,Mumbai,11765.0,12353.0,12059.0,0,2,1.0,21
3437,Article Extraction Executive,PageSuite India Private Limited,Pune,16176.0,19118.0,17647.0,0,2,1.0,21
3438,Customer Success Analyst,Classcard,Work from home,14118.0,21176.0,17647.0,0,2,1.0,21
3439,Content Writer,Light Up Lifestyle Private Limited,Delhi,11765.0,17647.0,14706.0,0,2,1.0,21
3440,Application Consultant-ERP,Greytrix India Private Limited,"Navi Mumbai, Gurgaon, Bangalore, Chennai",11765.0,14706.0,13235.0,0,2,1.0,21
3441,Digital Marketing Associate,MagTapp Technologies Private Limited,Mumbai,11765.0,23529.0,17647.0,0,2,1.0,21
3442,Content Editor,BPB Publication,Delhi,17647.0,23529.0,20588.0,0,2,1.0,21
3443,Retail Sales Associate Trainer,Nav Bharat Nirman Foundation,"Sipahijala, East Singhbhum",11765.0,0.0,5882.0,0,2,1.0,21
3444,Front Office Executive,Happy Vacations Tours & Travels,Vijayawada,11765.0,14706.0,13235.0,0,2,1.0,21
3445,Accountant,Acrymold,Mumbai,11765.0,12706.0,12235.0,0,2,1.0,21
3446,Administration Executive,Grape Events Private Limited,Work from home,14706.0,16176.0,15441.0,0,2,1.0,21
3447,Content Writer,Orange Astro Services LLP,Noida,11765.0,12941.0,12353.0,0,2,1.0,21
3448,Business Development Executive,Entertainment Quotient,Mumbai,11765.0,14118.0,12941.0,0,2,1.0,21
3449,Data Entry Executive,Nest Academy Of Management Education,Mumbai,11765.0,14706.0,13235.0,0,2,1.0,21
3450,Inside Sales Executive - Fresher,Ono Teas,Navi Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
3451,Operations Executive,StartupNews.fyi,Delhi,11765.0,12353.0,12059.0,0,2,1.0,21
3452,Junior Social Media Marketing Manager,Ridhi Golechha,Mumbai,11765.0,0.0,5882.0,0,2,1.0,21
3453,Sales Executive,Ceyone Marketing Private Limited,Bangalore,17647.0,18059.0,17853.0,0,2,1.0,21
3454,Process Consultant,Ambit Collective LLP,"Delhi, Gurgaon",11765.0,14118.0,12941.0,0,2,1.0,21
3455,Document Controller,Ecogreen Energy,Gurgaon,11765.0,17647.0,14706.0,0,2,1.0,21
3456,Junior Software Developer,Innovative Logic Lab,Gurgaon,14706.0,17647.0,16176.0,0,2,1.0,21
3457,Business Development Associate,Bhash Software Labs Private Limited,Bangalore,23529.0,29412.0,26471.0,0,5,2.5,21
3458,Customer Support Associate,Smallcase,Work from home,11765.0,23529.0,17647.0,0,2,1.0,21
3459,Female Junior Telecaller,Meiyu Chinese Language Centre,Work from home,11765.0,17647.0,14706.0,0,2,1.0,21
3460,HR Recruiter,Tristar Management Services Private Limited,Mumbai,11765.0,14706.0,13235.0,0,2,1.0,21
3461,Store Executive,Karnavati Car Air Conditioners Private Limited,Work from home,17647.0,21176.0,19412.0,0,2,1.0,21
3462,Project Coordinator,Viga Entertainment Technology Private Limited,Bangalore,17647.0,35294.0,26471.0,0,5,2.5,21
3463,Accounts Executive,Urban Kala,Delhi,14118.0,21176.0,17647.0,0,2,1.0,21
3464,Graphic Designer,The Sports Gurukul,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
3465,Team Supervisor,Bajaj Allianz Life Insurance Company,Kolkata,11765.0,20588.0,16176.0,0,2,1.0,21
3466,HR Recruiter,Vaidik EduServices Private Limited,Work from home,11765.0,17647.0,14706.0,0,2,1.0,21
3467,Associate Video Editor,Amoda By Esha Bhatia,Work from home,11765.0,0.0,5882.0,0,2,1.0,21
3468,Telecaller,Bechamel Foods Private Limited,Work from home,11765.0,0.0,5882.0,0,2,1.0,21
3469,Human Resources (HR) Associate,Rbsorting Hat Private Limited,Chennai,11765.0,0.0,5882.0,0,2,1.0,21
3470,3D Modeler,Rajusha Productions,Delhi,26471.0,32353.0,29412.0,0,5,2.5,21
3471,Graphic Designer,Ivory,"Mumbai, Bangalore",17647.0,23529.0,20588.0,0,2,1.0,21
3472,Sales Executive,Clevered,Work from home,11765.0,14118.0,12941.0,0,2,1.0,21
3473,Digital Marketing Executive,ACV Tourism,Noida,11765.0,12647.0,12206.0,0,2,1.0,21
3474,Associate PHP Developer,Drishya Solutions,Mumbai,11765.0,14118.0,12941.0,0,2,1.0,21
3475,Content Writer,Pure Vedic Gems Private Limited,Noida,11765.0,14118.0,12941.0,0,2,1.0,21
3476,Assistant Finance Manager,CODIIS,"Chennai, Bangalore",29412.0,41176.0,35294.0,0,5,2.5,21
3477,Associate Video Editor,Sarkariexam360,Gurgaon,11765.0,14706.0,13235.0,0,2,1.0,21
3478,Data Entry Manager,Sarkariexam360,Gurgaon,12647.0,17647.0,15147.0,0,2,1.0,21
3479,Android App Developer,Startoon Labs Private Limited,Hyderabad,17647.0,23529.0,20588.0,0,2,1.0,21
3480,Video Editor,Primite Marketing,Gurgaon,18824.0,32353.0,25588.0,0,5,2.5,21
3481,Associate Accountant,Coursenator,Delhi,11765.0,14118.0,12941.0,0,2,1.0,21
3482,Business Development Associate,Garniche,Delhi,11765.0,17647.0,14706.0,0,2,1.0,21
3483,Data Entry Associate,Autoverse Mobility,Bangalore,11765.0,12353.0,12059.0,0,2,1.0,21
3484,Sales & Store Management Associate,Trousseau By Sangita,Ahmedabad,11765.0,14118.0,12941.0,0,2,1.0,21
3485,React Native Developer,Metricoid Technology Solutions Private Limited,"Thane, Panvel, Mumbai, Navi Mumbai, Kalyan, Dombivli",11765.0,14706.0,13235.0,0,2,1.0,21
3486,Marketing Executive,Framework Engineering,Valsad,11765.0,11765.0,11765.0,0,2,1.0,21
3487,Business Development Executive,Bizjunket,Noida,11765.0,17647.0,14706.0,0,2,1.0,21
3488,Client Service Executive,Urja Communications Private Limited,Mumbai,11765.0,14706.0,13235.0,0,2,1.0,21
3489,Sales And Marketing Associate,Live Smart Solutions Private Limited,Delhi,11765.0,14706.0,13235.0,0,2,1.0,21
3490,Junior Social Media Marketing Executive,PIN IT UP,Delhi,11765.0,13529.0,12647.0,0,2,1.0,21
3491,Junior Video Editor,Baweja Media,Work from home,14118.0,0.0,7059.0,0,2,1.0,21
3492,Junior Merchandiser,PANACHE EMBROIDERIES,Mumbai,11765.0,0.0,5882.0,0,2,1.0,21
3493,Senior Executive - Operations,Flipkart,Bangalore,23529.0,0.0,11765.0,0,2,1.0,21
3494,Digital Marketing And Technical Content Creation,Nirvato Software Pvt Ltd,Work from home,11765.0,17647.0,14706.0,0,2,1.0,21
3495,Engineer Trainee,UHP Technologies Private LImited,Bangalore,17647.0,19353.0,18500.0,0,2,1.0,21
3496,Executive Assistant (To Coaching Business Lead),AutoInvest Academy,Navi Mumbai,11765.0,14706.0,13235.0,0,2,1.0,21
3497,Business Development Associate,Brevistay Hospitality Private Limited,"Delhi, Jaipur, Ahemdabad Kasora, Mumbai, Bangalore",17647.0,29412.0,23529.0,0,5,2.5,21
3498,Travel & Tourism Sales & Operation Executive,GoldenAgers.in (a Unit Of MILPL),Delhi,11765.0,17647.0,14706.0,0,2,1.0,21
3499,Business Development Associate,Learn4Exam,Work from home,14706.0,29412.0,22059.0,0,5,2.5,21
3500,Business Development Executive,Domgys India Services Pvt. Ltd.,Noida,17647.0,35294.0,26471.0,0,5,2.5,21
3501,Business Coordinator,FIRST/ASSET (FirstCapital),Mumbai,14706.0,17647.0,16176.0,0,2,1.0,21
3502,International Telesales Executive,Razor Infotech Private Limited,Noida,11765.0,12706.0,12235.0,0,2,1.0,21
3503,Graphic Designer,Primite Marketing,Gurgaon,18824.0,24706.0,21765.0,0,2,1.0,21
3504,Vocal Teacher,Dhwani Sangeet Mahavidyalaya,"Delhi, Gurgaon",12706.0,17647.0,15176.0,0,2,1.0,21
3505,Subject Matter Expert,ACS Networks & Technologies Private Limited,"Uttarakhand, Dehradun",17647.0,0.0,8824.0,0,2,1.0,21
3506,Keyboard Teacher,Dhwani Sangeet Mahavidyalaya,"Delhi, Gurgaon",12706.0,17647.0,15176.0,0,2,1.0,21
3507,Front Desk Executive,Dhwani Sangeet Mahavidyalaya,"Delhi, Gurgaon",12706.0,17647.0,15176.0,0,2,1.0,21
3508,Marketing Manager,Vastanu Systems,Valsad,11765.0,12941.0,12353.0,0,2,1.0,21
3509,Accountant,Ankit Doshi,Thane,11765.0,0.0,5882.0,0,2,1.0,21
3510,Tele Counsellor - Domestic,Prishatech India (OPC) Private Limited (Rojgar Lab),Gurgaon,11765.0,17647.0,14706.0,0,2,1.0,21
3511,Interior Design Faculty,ESEDS School Of Design,Kolkata,14118.0,0.0,7059.0,0,2,1.0,21
3512,Digital Marketing Executive,Cielo E-Commerce Private Limited,Delhi,11765.0,14118.0,12941.0,0,2,1.0,21
3513,Influencer Marketing Executive,Quint Digital,Work from home,11765.0,14706.0,13235.0,0,2,1.0,21
3514,Technical Content Writer,SysTools,Delhi,11765.0,17647.0,14706.0,0,2,1.0,21
3515,Website Designer,Ally Digital Media,Mumbai,14118.0,21176.0,17647.0,0,2,1.0,21
3516,Trading Dealer,Gautam Lunawat,Pune,12353.0,17647.0,15000.0,0,2,1.0,21
3517,Junior Software Developer,Coincraft,Pune,17647.0,35294.0,26471.0,0,5,2.5,21
3518,Accountant,Brigade Security Services,Ahmedabad,11765.0,11765.0,11765.0,0,2,1.0,21
3519,Business Development Trainee,RIVR,Chennai,11765.0,0.0,5882.0,0,2,1.0,21
3520,Junior UI/UX Designer,Weekend UX,Work from home,11765.0,12941.0,12353.0,0,2,1.0,21
3521,Outreach Specialist,Creatiwise,Work from home,11765.0,12353.0,12059.0,0,2,1.0,21
3522,Customer Relations Associate,Aweri Foods,Delhi,14118.0,17647.0,15882.0,0,2,1.0,21
3523,Human Resources (HR) Executive,Astrotalk,Noida,14118.0,17647.0,15882.0,0,2,1.0,21
3524,Corporate Sales Executive,Global Advertisers Private Limited,Mumbai,11765.0,14706.0,13235.0,0,2,1.0,21
3525,Digital Marketing Associate,Liftech Solutions India Private Limited,Pune,11765.0,17647.0,14706.0,0,2,1.0,21
3526,Business Development Executive,Market Wavegen,Pune,35294.0,5882.0,20588.0,0,5,2.5,21
3527,Accounts Executive,Kanalysis Consultant Private Limited,Delhi,11765.0,17647.0,14706.0,0,2,1.0,21
3528,Social Media Handler,Konita Industries Private Limited,Work from home,11765.0,0.0,5882.0,0,2,1.0,21
3529,PHP Developer,Gyaanarth,Gurgaon,11765.0,12941.0,12353.0,0,2,1.0,21
3530,Senior Graphic Designer,7Shades Events,Mumbai,11765.0,12941.0,12353.0,0,2,1.0,21
3531,Data Analytics Manager,S&M Ventures India Private Limited,Work from home,11765.0,0.0,5882.0,0,2,1.0,21
3532,Associate - Business Development,Engagedly,Work from home,23529.0,38235.0,30882.0,0,5,2.5,21
3533,Spoken English Trainer,Lighthouse Communities Foundation,Pune,14118.0,20588.0,17353.0,0,2,1.0,21
3534,Telecaller,Insuremile Insurance Web Aggregator,Work from home,11765.0,20588.0,16176.0,0,2,1.0,21
3535,Home Automation Installer,Smart1 Solution,Delhi,11765.0,12941.0,12353.0,0,2,1.0,21
3536,Technical Writer,Zeotap,Bangalore,23529.0,52941.0,38235.0,0,5,2.5,21
